TRAB_RENDA_BRUTA,TRAB_AREA,TRAB_OCUPACAO,CAMPUS,CURSO,ANO_CONCLUSAO,Sheet,MODALIDADE,NOME_DATAFRAME
(06) Mais de 5 a 8 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Natal - Central,Mestrado em Educação Profissional,2016.0,PAE2019-2020_selected_data.xlsx,Mestrado,PAE2019-2020
,,(3) Continuam estudando,São Gonçalo do Amarante,Técnico em Informática,2017.0,PAE2019-2020_selected_data.xlsx,Técnico Integrado,PAE2019-2020
(04) Mais de 3 a 4 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Natal - Central,Tecnologia em Construção de Edifícios,2015.0,PAE2019-2020_selected_data.xlsx,Tecnologia,PAE2019-2020
,,(3) Continuam estudando,Currais Novos,Técnico em Informática,2017.0,PAE2019-2020_selected_data.xlsx,Técnico Integrado,PAE2019-2020
(02) Mais de 1 a 2 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Zona Leste (EaD),Técnico em Infraestrutura Escolar,2015.0,PAE2019-2020_selected_data.xlsx,Técnico Subsequente,PAE2019-2020
,,(3) Continuam estudando,Nova Cruz,Técnico em Informática,2015.0,PAE2019-2020_selected_data.xlsx,Técnico Subsequente,PAE2019-2020
,,(3) Continuam estudando,Natal - Cidade Alta,Técnico em Guia de Turismo,2018.0,PAE2019-2020_selected_data.xlsx,Técnico Subsequente,PAE2019-2020
(04) Mais de 3 a 4 salários mínimos,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Natal - Central,Tecnologia em Análise e Desenvolvimento de Sistemas,2018.0,PAE2019-2020_selected_data.xlsx,Tecnologia,PAE2019-2020
,,(3) Continuam estudando,Currais Novos,Técnico em Alimentos,2015.0,PAE2019-2020_selected_data.xlsx,Técnico Integrado,PAE2019-2020
(04) Mais de 3 a 4 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Natal - Cidade Alta,Tecnologia em Produção Cultural,2019.0,PAE2019-2020_selected_data.xlsx,Tecnologia,PAE2019-2020
,,"(4) Não estudam, nem trabalham no momento",Natal - Central,Técnico em Controle Ambiental,2018.0,PAE2019-2020_selected_data.xlsx,Técnico Integrado,PAE2019-2020
(04) Mais de 3 a 4 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Zona Leste (EaD),Especialização em Gestão Pública EaD,2018.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
(04) Mais de 3 a 4 salários mínimos,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Parnamirim,Licenciatura em Formação Pedagógica de Docentes para a Educação Profissional e Tecnológica,2017.0,PAE2019-2020_selected_data.xlsx,Licenciatura,PAE2019-2020
,,(3) Continuam estudando,Ipanguaçu,Técnico em Agroecologia,2017.0,PAE2019-2020_selected_data.xlsx,Técnico Integrado,PAE2019-2020
(04) Mais de 3 a 4 salários mínimos,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Zona Leste (EaD),Técnico em Segurança do Trabalho,2018.0,PAE2019-2020_selected_data.xlsx,Técnico Subsequente,PAE2019-2020
,,(3) Continuam estudando,Ipanguaçu,Técnico em Meio Ambiente,2015.0,PAE2019-2020_selected_data.xlsx,Técnico Subsequente,PAE2019-2020
,,"(4) Não estudam, nem trabalham no momento",João Câmara,Especialização em Ensino de Ciências Naturais na Educação Básica,2019.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
(04) Mais de 3 a 4 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Natal - Central,Técnico em Geologia,2019.0,PAE2019-2020_selected_data.xlsx,Técnico Integrado,PAE2019-2020
(04) Mais de 3 a 4 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Zona Leste (EaD),Técnico em Informática para Internet,2019.0,PAE2019-2020_selected_data.xlsx,Técnico Subsequente,PAE2019-2020
(04) Mais de 3 a 4 salários mínimos,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Natal - Cidade Alta,Tecnologia em Gestão Desportiva e de Lazer,2015.0,PAE2019-2020_selected_data.xlsx,Tecnologia,PAE2019-2020
(04) Mais de 3 a 4 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Parnamirim,Especialização em Ensino de Ciências Naturais e Matemática,2018.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
,,(3) Continuam estudando,Santa Cruz,Técnico em Manutenção e Suporte em Informática,2015.0,PAE2019-2020_selected_data.xlsx,Técnico Subsequente,PAE2019-2020
(04) Mais de 3 a 4 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Zona Leste (EaD),Especialização em Ensino de Matemática para o Ensino Médio,2017.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
(04) Mais de 3 a 4 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Zona Leste (EaD),Especialização em Educação Ambiental e Geografia do Semi-Árido,2018.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
(04) Mais de 3 a 4 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Natal - Central,Técnico em Geologia,2018.0,PAE2019-2020_selected_data.xlsx,Técnico Subsequente,PAE2019-2020
,,(3) Continuam estudando,Currais Novos,Técnico em Alimentos,2015.0,PAE2019-2020_selected_data.xlsx,Técnico Integrado,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Natal - Central,Tecnologia em Gestão Pública,2016.0,PAE2019-2020_selected_data.xlsx,Tecnologia,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Parnamirim,Especialização em Ensino de Ciências Naturais e Matemática,2019.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Natal - Central,Tecnologia em Gestão Pública,2017.0,PAE2019-2020_selected_data.xlsx,Tecnologia,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Natal - Central,Técnico em Edificações,2015.0,PAE2019-2020_selected_data.xlsx,Técnico Subsequente,PAE2019-2020
,,(3) Continuam estudando,Caicó,Técnico em Informática,2015.0,PAE2019-2020_selected_data.xlsx,Técnico Integrado,PAE2019-2020
(02) Mais de 1 a 2 salários mínimos,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Natal - Central,Técnico em Controle Ambiental,2015.0,PAE2019-2020_selected_data.xlsx,Técnico Subsequente,PAE2019-2020
(02) Mais de 1 a 2 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Mossoró,Técnico em Eletrotécnica,2017.0,PAE2019-2020_selected_data.xlsx,Técnico Subsequente,PAE2019-2020
,,"(4) Não estudam, nem trabalham no momento",Zona Leste (EaD),Especialização em Gestão Pública EaD,2015.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Zona Leste (EaD),Especialização em Literatura e Ensino EaD,2019.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
,,"(4) Não estudam, nem trabalham no momento",Santa Cruz,Técnico em Refrigeração e Climatização,2018.0,PAE2019-2020_selected_data.xlsx,Técnico Subsequente,PAE2019-2020
(02) Mais de 1 a 2 salários mínimos,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Mossoró,Tecnologia em Gestão Ambiental,2015.0,PAE2019-2020_selected_data.xlsx,Tecnologia,PAE2019-2020
,,(3) Continuam estudando,Pau dos Ferros,Técnico em Apicultura,2016.0,PAE2019-2020_selected_data.xlsx,Técnico Integrado,PAE2019-2020
,,"(4) Não estudam, nem trabalham no momento",Parnamirim,Especialização em Ensino de Ciências Naturais e Matemática,2017.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
,,(3) Continuam estudando,Caicó,Técnico em Informática,2015.0,PAE2019-2020_selected_data.xlsx,Técnico Integrado,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Mossoró,Mestrado Profissional em Educação Profissional e Tecnológica em Rede Nacional,2019.0,PAE2019-2020_selected_data.xlsx,Mestrado,PAE2019-2020
(02) Mais de 1 a 2 salários mínimos,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Natal - Central,Técnico em Estradas,2018.0,PAE2019-2020_selected_data.xlsx,Técnico Subsequente,PAE2019-2020
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Currais Novos,Tecnologia em Sistemas para Internet,2016.0,PAE2019-2020_selected_data.xlsx,Tecnologia,PAE2019-2020
(02) Mais de 1 a 2 salários mínimos,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Santa Cruz,Licenciatura em Física,2015.0,PAE2019-2020_selected_data.xlsx,Licenciatura,PAE2019-2020
,,"(4) Não estudam, nem trabalham no momento",Natal - Central,Técnico em Mineração,2016.0,PAE2019-2020_selected_data.xlsx,Técnico Subsequente,PAE2019-2020
,,"(4) Não estudam, nem trabalham no momento",Ipanguaçu,Técnico em Agroecologia,2018.0,PAE2019-2020_selected_data.xlsx,Técnico Integrado EJA,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Natal - Central,Licenciatura em Física,2018.0,PAE2019-2020_selected_data.xlsx,Licenciatura,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Mossoró,Mestrado Acadêmico em Ensino,2019.0,PAE2019-2020_selected_data.xlsx,Mestrado,PAE2019-2020
,,(3) Continuam estudando,Pau dos Ferros,Técnico em Apicultura,2016.0,PAE2019-2020_selected_data.xlsx,Técnico Integrado,PAE2019-2020
,,"(4) Não estudam, nem trabalham no momento",Zona Leste (EaD),Técnico em Infraestrutura Escolar,2018.0,PAE2019-2020_selected_data.xlsx,Técnico Subsequente,PAE2019-2020
,,(3) Continuam estudando,Currais Novos,Técnico em Alimentos,2015.0,PAE2019-2020_selected_data.xlsx,Técnico Integrado,PAE2019-2020
,,"(4) Não estudam, nem trabalham no momento",Natal - Central,Tecnologia em Gestão Pública,2016.0,PAE2019-2020_selected_data.xlsx,Tecnologia,PAE2019-2020
(02) Mais de 1 a 2 salários mínimos,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Mossoró,Técnico em Mecânica,2015.0,PAE2019-2020_selected_data.xlsx,Técnico Integrado,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Zona Leste (EaD),Especialização em Educação Ambiental e Geografia do Semi-Árido,2018.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Zona Leste (EaD),Especialização em Gestão Pública EaD,2015.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
,,(3) Continuam estudando,Mossoró,Técnico em Mecânica,2015.0,PAE2019-2020_selected_data.xlsx,Técnico Integrado,PAE2019-2020
,,(3) Continuam estudando,Natal - Central,Técnico em Edificações,2017.0,PAE2019-2020_selected_data.xlsx,Técnico Integrado,PAE2019-2020
,,(3) Continuam estudando,Apodi,Técnico em Biocombustíveis,2019.0,PAE2019-2020_selected_data.xlsx,Técnico Subsequente,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Zona Leste (EaD),Especialização em Ensino de Matemática para o Ensino Médio,2018.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Zona Leste (EaD),Especialização em Ensino da Língua Portuguesa e Matemática em uma Perspectiva Transdisciplinar,2015.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Zona Leste (EaD),Especialização em Ensino de Matemática para o Ensino Médio,2018.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Zona Leste (EaD),Especialização em Literatura e Ensino EaD,2018.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
,,(3) Continuam estudando,Nova Cruz,Técnico em Administração,2016.0,PAE2019-2020_selected_data.xlsx,Técnico Subsequente,PAE2019-2020
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Natal - Central,Licenciatura em Matemática,2015.0,PAE2019-2020_selected_data.xlsx,Licenciatura,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Zona Leste (EaD),Especialização em Gestão Pública EaD,2018.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Natal - Zona Norte,Técnico em Eletrotécnica,2015.0,PAE2019-2020_selected_data.xlsx,Técnico Integrado EJA,PAE2019-2020
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Santa Cruz,Técnico em Refrigeração e Climatização,2015.0,PAE2019-2020_selected_data.xlsx,Técnico Integrado,PAE2019-2020
(01) Até 1 salário mínimo,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Canguaretama,Técnico em Mecânica,2017.0,PAE2019-2020_selected_data.xlsx,Técnico Subsequente,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Natal - Central,Técnico em Eletrotécnica,2015.0,PAE2019-2020_selected_data.xlsx,Técnico Subsequente,PAE2019-2020
(02) Mais de 1 a 2 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Parnamirim,Técnico em Informática,2015.0,PAE2019-2020_selected_data.xlsx,Técnico Integrado,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Zona Leste (EaD),"Aperfeiçoamento para Professores dos Municípios do Rio Grande do Norte: Língua Portuguesa, Matemática e Cidadania EaD",2018.0,PAE2019-2020_selected_data.xlsx,Aperfeiçoamento,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Natal - Central,Especialização em Gestão Ambiental,2018.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Zona Leste (EaD),Especialização em Gestão Pública EaD,2018.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Natal - Central,Mestrado Profissional em Ensino de Física,2018.0,PAE2019-2020_selected_data.xlsx,Mestrado,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Zona Leste (EaD),Especialização em Ensino da Língua Portuguesa e Matemática em uma Perspectiva Transdisciplinar,2015.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Mossoró,Mestrado Acadêmico em Ensino,2019.0,PAE2019-2020_selected_data.xlsx,Mestrado,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Parelhas,Técnico em Mineração,2019.0,PAE2019-2020_selected_data.xlsx,Técnico Subsequente,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Zona Leste (EaD),"Aperfeiçoamento para Professores dos Municípios do Rio Grande do Norte: Língua Portuguesa, Matemática e Cidadania EaD",2017.0,PAE2019-2020_selected_data.xlsx,Aperfeiçoamento,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Natal - Zona Norte,Técnico em Manutenção e Suporte em Informática,2018.0,PAE2019-2020_selected_data.xlsx,Técnico Subsequente,PAE2019-2020
,,(3) Continuam estudando,Nova Cruz,Técnico em Administração,2017.0,PAE2019-2020_selected_data.xlsx,Técnico Subsequente,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Natal - Central,Especialização em Gestão Ambiental,2015.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Currais Novos,Tecnologia em Alimentos,2015.0,PAE2019-2020_selected_data.xlsx,Tecnologia,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Mossoró,Técnico em Mecânica,2015.0,PAE2019-2020_selected_data.xlsx,Técnico Subsequente,PAE2019-2020
(03) Mais de 2 a 3 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Macau,Especialização em Ensino de Ciências Naturais e Matemática,2018.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Zona Leste (EaD),Especialização em Gestão Pública EaD,2018.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Zona Leste (EaD),Especialização em Literatura e Ensino EaD,2018.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Natal - Cidade Alta,Técnico em Guia de Turismo,2015.0,PAE2019-2020_selected_data.xlsx,Técnico Subsequente,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Zona Leste (EaD),Especialização em Educação Profissional Integrada à Educação Básica na Modalidade de Educação de Jovens e Adultos,2018.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Natal - Central,Técnico em Petróleo e Gás,2018.0,PAE2019-2020_selected_data.xlsx,Técnico Subsequente,PAE2019-2020
(05) Mais de 4 a 5 salários mínimos,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Zona Leste (EaD),Técnico em Segurança do Trabalho,2019.0,PAE2019-2020_selected_data.xlsx,Técnico Subsequente,PAE2019-2020
,,(3) Continuam estudando,João Câmara,Técnico em Administração,2016.0,PAE2019-2020_selected_data.xlsx,Técnico Integrado,PAE2019-2020
(06) Mais de 5 a 8 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Zona Leste (EaD),Especialização em Ensino de Matemática para o Ensino Médio,2018.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
(06) Mais de 5 a 8 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Parnamirim,Especialização em Ensino de Ciências Naturais e Matemática,2016.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
(06) Mais de 5 a 8 salários mínimos,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Mossoró,Tecnologia em Gestão Ambiental,2015.0,PAE2019-2020_selected_data.xlsx,Tecnologia,PAE2019-2020
(06) Mais de 5 a 8 salários mínimos,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Natal - Central,Especialização em Gestão Ambiental,2018.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
(06) Mais de 5 a 8 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Natal - Central,Tecnologia em Gestão Pública,2017.0,PAE2019-2020_selected_data.xlsx,Tecnologia,PAE2019-2020
(01) Até 1 salário mínimo,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Zona Leste (EaD),Técnico em Segurança do Trabalho,2019.0,PAE2019-2020_selected_data.xlsx,Técnico Subsequente,PAE2019-2020
(06) Mais de 5 a 8 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Natal - Cidade Alta,Especialização em Gestão de Programas e Projetos de Esporte e de Lazer na Escola,2016.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Natal - Central,Técnico em Mecânica,2016.0,PAE2019-2020_selected_data.xlsx,Técnico Subsequente,PAE2019-2020
,,(3) Continuam estudando,Canguaretama,Técnico em Eletromecânica,2018.0,PAE2019-2020_selected_data.xlsx,Técnico Integrado,PAE2019-2020
,,(3) Continuam estudando,Parnamirim,Técnico em Mecatrônica,2016.0,PAE2019-2020_selected_data.xlsx,Técnico Integrado,PAE2019-2020
(06) Mais de 5 a 8 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Mossoró,Mestrado Acadêmico em Ensino,2017.0,PAE2019-2020_selected_data.xlsx,Mestrado,PAE2019-2020
,,(3) Continuam estudando,Caicó,Técnico em Vestuário,2017.0,PAE2019-2020_selected_data.xlsx,Técnico Integrado,PAE2019-2020
(06) Mais de 5 a 8 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Zona Leste (EaD),Especialização em Educação Ambiental e Geografia do Semi-Árido,2018.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
(06) Mais de 5 a 8 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Natal - Central,Tecnologia em Gestão Pública,2018.0,PAE2019-2020_selected_data.xlsx,Tecnologia,PAE2019-2020
(06) Mais de 5 a 8 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Zona Leste (EaD),Técnico em Secretaria Escolar,2019.0,PAE2019-2020_selected_data.xlsx,Técnico Subsequente,PAE2019-2020
(06) Mais de 5 a 8 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,João Câmara,Especialização em Ensino de Ciências Naturais na Educação Básica,2019.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
(06) Mais de 5 a 8 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Parnamirim,Especialização em Ensino de Ciências Naturais e Matemática,2019.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
(06) Mais de 5 a 8 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Zona Leste (EaD),Especialização em Educação Profissional Integrada à Educação Básica na Modalidade de Educação de Jovens e Adultos,2018.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
(06) Mais de 5 a 8 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Zona Leste (EaD),Especialização em Gestão Pública EaD,2018.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
(06) Mais de 5 a 8 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Natal - Central,Mestrado Profissional em Uso Sustentável de Recursos Naturais,2019.0,PAE2019-2020_selected_data.xlsx,Mestrado,PAE2019-2020
(06) Mais de 5 a 8 salários mínimos,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Zona Leste (EaD),Especialização em Educação Ambiental e Geografia do Semi-Árido,2018.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
(06) Mais de 5 a 8 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Zona Leste (EaD),Especialização em Gestão Pública EaD,2019.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
(06) Mais de 5 a 8 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Mossoró,Mestrado Profissional em Educação Profissional e Tecnológica em Rede Nacional,2019.0,PAE2019-2020_selected_data.xlsx,Mestrado,PAE2019-2020
(06) Mais de 5 a 8 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Mossoró,Mestrado Acadêmico em Ensino,2019.0,PAE2019-2020_selected_data.xlsx,Mestrado,PAE2019-2020
(06) Mais de 5 a 8 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Pau dos Ferros,Licenciatura em Química,2016.0,PAE2019-2020_selected_data.xlsx,Licenciatura,PAE2019-2020
(06) Mais de 5 a 8 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Zona Leste (EaD),Especialização em Literatura e Ensino EaD,2018.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
(06) Mais de 5 a 8 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Natal - Central,Mestrado em Educação Profissional,2018.0,PAE2019-2020_selected_data.xlsx,Mestrado,PAE2019-2020
(03) Mais de 2 a 3 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Zona Leste (EaD),Especialização em Gestão Pública EaD,2018.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
(06) Mais de 5 a 8 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Natal - Central,Tecnologia em Gestão Pública,2018.0,PAE2019-2020_selected_data.xlsx,Tecnologia,PAE2019-2020
(06) Mais de 5 a 8 salários mínimos,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Zona Leste (EaD),Especialização em Gestão Pública EaD,2019.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
,,(3) Continuam estudando,João Câmara,Técnico em Administração,2017.0,PAE2019-2020_selected_data.xlsx,Técnico Integrado,PAE2019-2020
(06) Mais de 5 a 8 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Mossoró,Mestrado Acadêmico em Ensino,2018.0,PAE2019-2020_selected_data.xlsx,Mestrado,PAE2019-2020
(06) Mais de 5 a 8 salários mínimos,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Natal - Central,Técnico em Eletrotécnica,2018.0,PAE2019-2020_selected_data.xlsx,Técnico Subsequente,PAE2019-2020
(06) Mais de 5 a 8 salários mínimos,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Natal - Central,Mestrado em Educação Profissional,2019.0,PAE2019-2020_selected_data.xlsx,Mestrado,PAE2019-2020
(06) Mais de 5 a 8 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Parnamirim,Técnico em Informática,2015.0,PAE2019-2020_selected_data.xlsx,Técnico Integrado,PAE2019-2020
(07) Mais de 8 a 10 salários mínimos,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Zona Leste (EaD),Especialização em Tecnologias Educacionais e Educação a Distância,2019.0,PAE2019-2020_selected_data.xlsx,Especialização,PAE2019-2020
