TRAB_RENDA_BRUTA,TRAB_AREA,TRAB_OCUPACAO,CAMPUS,CURSO,ANO_CONCLUSAO,Sheet,MODALIDADE,NOME_DATAFRAME
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,São Gonçalo do Amarante,Técnico em Logística,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Natal - Central,Técnico em Informática para Internet,2016,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Natal - Central,Técnico em Edificações,2015,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Natal - Central,Tecnologia em Comércio Exterior,2018,PAE2018-2019_selected_data_renamed.xlsx,Tecnologia,PAE2018-2019
(01) Até 1 salário mínimo,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Natal - Cidade Alta,Técnico em Eventos,2017,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,João Câmara,Técnico em Informática,2014,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Natal - Central,Técnico em Edificações,2017,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Natal - Central,Técnico em Geologia,2014,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Caicó,Técnico em Eletrotécnica,2016,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Natal - Central,Técnico em Petróleo e Gás,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Parnamirim,Técnico em Informática,2015,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Ceará-Mirim,Técnico em Manutenção e Suporte em Informática,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Educação à Distância (EaD),Técnico em Segurança do Trabalho,2016,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Natal - Central,Licenciatura em Geografia,2018,PAE2018-2019_selected_data_renamed.xlsx,Licenciatura,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Natal - Cidade Alta,Técnico em Guia de Turismo,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Santa Cruz,Técnico em Informática,2017,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Natal - Zona Norte,Técnico em Comércio,2017,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Educação à Distância (EaD),"Aperfeiçoamento para Professores dos Municípios do Rio Grande do Norte: Língua Portuguesa, Matemática e Cidadania",2017,PAE2018-2019_selected_data_renamed.xlsx,Aperfeiçoamento,PAE2018-2019
(01) Até 1 salário mínimo,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,São Gonçalo do Amarante,Técnico em Edificações,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Educação à Distância (EaD),Técnico em Secretaria Escolar,2015,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Educação à Distância (EaD),Técnico em Secretaria Escolar,2015,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Educação à Distância (EaD),Técnico em Secretaria Escolar,2017,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Ipanguaçu,Técnico em Informática,2013,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Educação à Distância (EaD),Especialização em Literatura e Ensino,2015,PAE2018-2019_selected_data_renamed.xlsx,Especialização,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Educação à Distância (EaD),Técnico em Infraestrutura Escolar,2015,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Caicó,Técnico em Informática,2015,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Caicó,Técnico em Eletrotécnica,2015,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Caicó,Técnico em Vestuário,2015,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Caicó,Técnico em Eletrotécnica,2016,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Lajes,Técnico em Administração,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Educação à Distância (EaD),"Aperfeiçoamento para Professores dos Municípios do Rio Grande do Norte: Língua Portuguesa, Matemática e Cidadania",2018,PAE2018-2019_selected_data_renamed.xlsx,Aperfeiçoamento,PAE2018-2019
(01) Até 1 salário mínimo,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Educação à Distância (EaD),Técnico em Secretaria Escolar,2015,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Nova Cruz,Técnico em Administração,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Nova Cruz,Técnico em Administração,2014,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Educação à Distância (EaD),Técnico em Secretaria Escolar,2017,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Mossoró,Técnico em Edificações,2014,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Pau dos Ferros,Técnico em Alimentos,2015,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Apodi,Técnico em Agropecuária,2017,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Santa Cruz,Técnico em Manutenção e Suporte em Informática,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Santa Cruz,Técnico em Refrigeração e Climatização,2014,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Natal - Central,Técnico em Edificações,2017,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Nova Cruz,Técnico em Administração,2014,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Parnamirim,Técnico em Redes de Computadores,2017,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Educação à Distância (EaD),Técnico em Alimentação Escolar,2015,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Parnamirim,Técnico em Redes de Computadores,2017,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Currais Novos,Técnico em Manutenção e Suporte em Informática,2016,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Canguaretama,Especialização em Educação de Jovens e Adultos no Contexto da Diversidade,2018,PAE2018-2019_selected_data_renamed.xlsx,Especialização,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Mossoró,Técnico em Mecânica,2013,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Educação à Distância (EaD),Técnico em Secretaria Escolar,2015,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Natal - Zona Norte,Técnico em Eletrônica,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Educação à Distância (EaD),Técnico em Segurança do Trabalho,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Educação à Distância (EaD),Especialização em Literatura e Ensino,2016,PAE2018-2019_selected_data_renamed.xlsx,Especialização,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Ceará-Mirim,Técnico em Equipamentos Biomédicos,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Parcialmente na área, tem correlação com a formação",(2) Trabalham e estudam,Educação à Distância (EaD),Tecnologia em Gestão Ambiental,2017,PAE2018-2019_selected_data_renamed.xlsx,Tecnologia,PAE2018-2019
(01) Até 1 salário mínimo,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Ipanguaçu,Técnico em Meio Ambiente,2018,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Educação à Distância (EaD),Especialização em Gestão Pública,2017,PAE2018-2019_selected_data_renamed.xlsx,Especialização,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,João Câmara,Licenciatura em Física,2014,PAE2018-2019_selected_data_renamed.xlsx,Licenciatura,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Natal - Central,Técnico em Informática para Internet,2016,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Natal - Central,Tecnologia em Gestão Pública,2014,PAE2018-2019_selected_data_renamed.xlsx,Tecnologia,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Apodi,Técnico em Biocombustíveis,2014,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Pau dos Ferros,Especialização em Educação do Campo,,PAE2018-2019_selected_data_renamed.xlsx,Especialização,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Apodi,Licenciatura em Química,2018,PAE2018-2019_selected_data_renamed.xlsx,Licenciatura,PAE2018-2019
(01) Até 1 salário mínimo,"Sim, totalmente na área (exerce a profissão)",(1) Trabalham,Educação à Distância (EaD),Técnico em Secretaria Escolar,2017,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Educação à Distância (EaD),Especialização em Educação Ambiental e Geografia do Semi-Árido,2014,PAE2018-2019_selected_data_renamed.xlsx,Especialização,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Mossoró,Técnico em Edificações,2014,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Educação à Distância (EaD),Especialização em Gestão Pública,2014,PAE2018-2019_selected_data_renamed.xlsx,Especialização,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Pau dos Ferros,Especialização em Educação do Campo,,PAE2018-2019_selected_data_renamed.xlsx,Especialização,PAE2018-2019
(01) Até 1 salário mínimo,"Parcialmente na área, tem correlação com a formação",(1) Trabalham,Pau dos Ferros,Tecnologia em Análise e Desenvolvimento de Sistemas,2018,PAE2018-2019_selected_data_renamed.xlsx,Tecnologia,PAE2018-2019
(01) Até 1 salário mínimo,"Sim, totalmente na área (exerce a profissão)",(2) Trabalham e estudam,Educação à Distância (EaD),Especialização em Literatura e Ensino,2016,PAE2018-2019_selected_data_renamed.xlsx,Especialização,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Educação à Distância (EaD),Técnico em Segurança do Trabalho,2015,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Educação à Distância (EaD),Especialização em Literatura e Ensino,2017,PAE2018-2019_selected_data_renamed.xlsx,Especialização,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Nova Cruz,Técnico em Química,2015,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(1) Trabalham,Caicó,Licenciatura em Física,2013,PAE2018-2019_selected_data_renamed.xlsx,Licenciatura,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,Natal - Zona Norte,Técnico em Comércio,2016,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
(01) Até 1 salário mínimo,"Não, meu trabalho é em outra área de formação",(2) Trabalham e estudam,São Gonçalo do Amarante,Técnico em Edificações,2017,PAE2018-2019_selected_data_renamed.xlsx,Técnico Subsequente,PAE2018-2019
